NAICS Code,Projected Date,Projected Dates,Company Address,County: Local  Name,Location,Notice URL,Industry,NAICS/SIC,Closure/Layoff,Notice Link,Company Contact,Affected Occupations,Date Received,Affected Occupation,NAICS,Local Area,Trade,SIC,Congressional ,Company Name,Comments,County,Employees,Workforce Area,Source,Region,Closure or Layoff?,NAFTA/Trade,NEG,County/Counties,Union
488510.0,2021-07-30 00:00:00,,,,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000y2Hd/F7RHwrphXHaMi_iiR2KeT5R5jvBFOGBcLu8e7jNxUSg,,,,WARN,,,2021-05-28 00:00:00,,,,No,,,UPS Supply Chain Solutions,,Jefferson,137.0,,,Kentuckianaworks,Layoff,,,,
518210.0,2021-06-30 00:00:00,,,,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000xoID/sPPHhQ8cHcN9xIAce4_ScJq1.nxC9d5yhkigosxnrxw,,,,WARN,,,2021-05-03 00:00:00,,,,No,,,Novitex Government Solutions,,Laurel,60.0,,,Cumberlands,Closure,,,,
541330.0,2021-07-01 00:00:00,,,,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000xm2m/co5iz.giYnnM7AEvPWZeqmXVjaeTVD5NX2tdvo0gKAs,,,,WARN,,,2021-04-30 00:00:00,,,,No,,,PULAU Corporation,,Jefferson,56.0,,,Kentuckianaworks,Layoff,,,,
623110.0,2021-05-01 00:00:00,,,,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000xhc6/si4u3i4GNSzw.bnWbiC8YsqA0F_wbmnzunth2g4dW64,,,,WARN,,,2021-04-22 00:00:00,,,,No,,,The Forum At Brookside,,Jefferson,67.0,,,Kentuckianaworks,Closure,,,,
453998.0,2021-05-29 00:00:00,,,,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000xSAv/UAc1x65h0XaDldTkqNMQwKwaOOrGjkfLzhJx1Fw83r0,,,,WARN,,,2021-03-19 00:00:00,,,,No,,,"Sodexo, Inc.",,Jefferson,263.0,,,Kentuckianaworks,Closure,,,,
484121.0,2020-12-09 00:00:00,,,,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000xIxV/tNJ7v23yl1SNl_6_IEQl5AiOVy5zpPeMnlt6V3HmZBo,,,,WARN,,,2021-02-24 00:00:00,,,,No,,,Quickway Transportation Inc.,,Jefferson,69.0,,,Kentuckianaworks,Closure,,,,
454110.0,2021-04-23 00:00:00,,,,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000xIjJ/YjNdoxwVPmNyVyLUHzpAidJmyOKrWJon4i_I.cnsc8U,,,,WARN,,,2021-02-23 00:00:00,,,,No,,,Arroweye Solutions,,Jefferson,60.0,,,Kentuckianaworks,Layoff,,,,
336360.0,2021-06-27 00:00:00,,,,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000xAS0/YFk7Mkv2wElXyqtlBk6kPri.VFw6HNgMRaY56kQdme4,,,,WARN,,,2021-02-08 00:00:00,,,,No,,,International Automotive Components,,Hopkins,82.0,,,Western Kentucky,Closure,,,,
541614.0,2021-04-03 00:00:00,,,,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000x8nG/8xNnt4NvQPPFlfzCsC307BQT_S81xBMSQxxOG4XCDxE,,,,WARN,,,2021-02-02 00:00:00,,,,No,,,Bluegrass Supply Chain and Services,,Bullitt,155.0,,,Kentuckianaworks,Closure,,,,
511110.0,2021-03-07 00:00:00,,,,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000001Jr6G/F8iIvvIAmehp5Cyl1cbLZC5DwiFBinbY.M2QsLwsawQ,,,,WARN,,,2021-01-06 00:00:00,,,,No,,,Courier-Journal,,Jefferson,102.0,,,Kentuckianaworks,Closure,,,,
423450.0,2021-02-15 00:00:00,,,Jefferson County - Louisville,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000001J5hp/HTSYn1Ty0ngEcyklKtQRa1l18uB._PJlDxyEtOIB_bM,,,,WARN,,,2020-12-14 00:00:00,,,,No,,,MCKESSON CORPORATION,,,52.0,,,Kentuckiana Works,Layoff,,,,
561612.0,2021-02-01 00:00:00,,,Warren,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000001J4Tf/ofIVhdzEXzuDJNh_P1_HgWkQfJlOhvDOl4biV7PsguI,,,,WARN,,,2020-12-07 00:00:00,,,,No,,,Universal Protection Services,,,52.0,,,South Central,Layoff,,,,
30354.0,2020-11-01 00:00:00,,,Boone,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000001EQiQ/TGgsZJQzSKzsAcVwHx4a0UdHKi7tgaAKbdaPZWm483g,,,,WARN,,,2020-10-26 00:00:00,,,,No,,,"Delta Air Lines, Inc.",,,19.0,,,Northern Kentucky,Layoff,,,,
333912.0,2021-01-15 00:00:00,,,Grayson,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000001EJGw/qyoEYfLWj8RKiEhJ.3dddnxJDkM9Nxg..t6OymQ4jr8,,,,WARN,,,2020-10-19 00:00:00,,,,No,,,Campbell Hausfeld,,,82.0,,,Lincoln Trail,Closure,,,,
72172.0,2020-03-13 00:00:00,,,Fayette,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000001Duxy/OQSRyQ_.aYQHhrFXq8Tdiv.MgS0Rz2oZW0hbEdodBXY,,,,WARN,,,2020-09-25 00:00:00,,,,No,,,Central Bank Center/Lexington Center Corporation/Rupp Arena,,,100.0,,,Bluegrass,Layoff,,,,
721110.0,2020-03-17 00:00:00,,,Jefferson County - Louisville,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000001DsAc/VBX3AB_6wodTw6SXAtFGoYfEaBMIRx8Y1R1QDhgqJho,,,,WARN,,,2020-09-23 00:00:00,,,,No,,,Omni Hotels & Resorts,,,294.0,,,Kentuckiana Works,Layoff,,,,
325211.0,2020-05-22 00:00:00,,,Kenton,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000001DsDM/G0wP5hdwHVxpG7glqsx.P.Bu.ufe7zp6pACAhUX6gDA,,,,WARN,,,2020-09-23 00:00:00,,,,No,,,Meggitt Polymers and Composites - Erlanger,,,164.0,,,Northern Kentucky,Layoff,,,,
53211.0,2020-10-04 00:00:00,,,Boone,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000001DqPA/bmdB.BdriuOm7hlJI1HXUxc1R5SCAgVbFzcNW1pbcAQ,,,,WARN,,,2020-09-22 00:00:00,,,,No,,,ABM c/o The Hertz Corporation - CVG,,,55.0,,,Northern Kentucky,Layoff,,,,
336370.0,2020-10-31 00:00:00,,,Boone,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000001DoVB/H.QVq0_6zu19zklgpOdXjY9QZmQJ4BM_x9lPfDnecnk,,,,WARN,,,2020-09-21 00:00:00,,,,No,,,"Eagle Manufacturing, LLC",,,239.0,,,Northern Kentucky,Closure,,,,
722511.0,2020-03-15 00:00:00,,,Fayette,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000001DnAi/PsQ06rfrLt2A8hC1UKmSPXyLtRhTdP2bt3fWa.P3Mao,,,,WARN,,,2020-09-18 00:00:00,,,,No,,,"P.F. CHANG'S CHINA BISTRO, INC.",,,75.0,,,Bluegrass,Layoff,,,,
722511.0,2020-03-15 00:00:00,,,Jefferson County - Louisville,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000001Dn9p/B92tz6zaPaYm5.lAsW0F6GS2hq_bm.DPaGZFyNbmJNI,,,,WARN,,,2020-09-18 00:00:00,,,,No,,,"P.F. CHANG'S CHINA BISTRO, INC.",,,75.0,,,Kentuckiana Works,Layoff,,,,
81293.0,2020-03-18 00:00:00,,,Kenton,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000001Dmuz/FVfq9f.lPAdpQ3QnRCd4yGa1vDq5UJTw6FN4nWQ9jjU,,,,WARN,,,2020-09-18 00:00:00,,,,No,,,SP+/Standard Parking/Central Parking,,,133.0,,,Northern Kentucky,Layoff,,,,
721110.0,2020-09-14 00:00:00,,,Jefferson County - Louisville,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000001DmUR/W7wNzTrGsPQcC_Whhv4FaDh4d8zrJLgCMZQUuACbuNc,,,,WARN,,,2020-09-16 00:00:00,,,,No,,,AJS/Galt House Hotel & Suites,,,28.0,,,Kentuckiana Works,Layoff,,,,
722511.0,2020-10-04 00:00:00,,,Jefferson County - Louisville,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000001DmRS/4m5PmoOb2VrPWUWoR3oEnbSMToWcK.6PuVPBgBEaJZ8,,,,WARN,,,2020-09-14 00:00:00,,,,No,,,STEEL CITY POPS LKY LLC,,,32.0,,,Kentuckiana Works,Layoff,,,,
721110.0,2020-03-15 00:00:00,,,Fayette,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000001Dt8x/oXzy.LnrHOXhtjB2blGPzrD5O5IVCnG_BQiULZXMYb0,,,,WARN,,,2020-09-08 00:00:00,,,,No,,,Lexington Hyatt,,,102.0,,,Bluegrass,Layoff,,,,
561720.0,2020-10-31 00:00:00,,,Jefferson County - Louisville,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000nXqL/60wOB.ZYyAFW_S_R8hleRIp7jxvj5pSKHPafgMy.D34,,,,WARN,,,2020-09-02 00:00:00,,,,No,,,LEADEC CORP,,,293.0,,,Kentuckiana Works,Layoff,,,,
72251.0,2020-04-05 00:00:00,,,Boone,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000n3UK/pGrkwz.TW4TwVggStmZ08DA7.gkV29a2hXqMxuex7_w,,,,WARN,,,2020-08-07 00:00:00,,,,No,,,Vino Volo,,,5.0,,,Northern Kentucky,Layoff,,,,
3221.0,2020-09-30 00:00:00,,,Pulaski,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000n28b/Jn1rUm_cAXF2P3ZrPaqixkhcq2ejA4cVozic81IBDBc,,,,WARN,,,2020-08-07 00:00:00,,,,No,,,WestRock Comany,,,24.0,,,Cumberlands,Closure,,,,
541618.0,2020-10-01 00:00:00,,,Jefferson County - Louisville,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000mqLo/dGM35dcxujzfE8SFBVDNRHw3r93dvt37ykRK1iiwFhA,,,,WARN,,,2020-07-30 00:00:00,,,,No,,,Republic Airline Inc.,,,84.0,,,Kentuckiana Works,Layoff,,,,
541613.0,2020-08-15 00:00:00,,,Campbell,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000mlxQ/pHNoec2wBtOYexXa8EGMWgCwxvpLls6IPT..QCrNpCg,,,,WARN,,,2020-07-27 00:00:00,,,,No,,,P.L. Marketing,,,50.0,,,Northern Kentucky,Layoff,,,,
453220.0,2020-03-29 00:00:00,,,Kenton,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000mltJ/rCJCG4m2d6w6fm6RhPJeaJSFlfe1JCUeAu9DyNNja2I,,,,WARN,,,2020-07-27 00:00:00,,,,No,,,Paradies Lagardere Travel Retail - CVG,,,58.0,,,Northern Kentucky,Layoff,,,,
561510.0,2020-09-24 00:00:00,,,Jefferson County - Louisville,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000mjW4/G_5.Fi2tenUK8iONlECvyrpM3qeWoSn_lcSPHmqPLhs,,,,WARN,,,2020-07-24 00:00:00,,,,No,,,American Queen Steamboat Company,,,95.0,,,Kentuckiana Works,Layoff,,,,
213113.0,2020-09-20 00:00:00,,,Pike,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000mjHd/LirRegwEOo6tABsdbsKLD3wZvWNuvAk8O7lo662CRW4,,,,WARN,,,2020-07-23 00:00:00,,,,No,,,CAM  Mining LLC,,,194.0,,,EKCEP,Closure,,,,
213113.0,2020-09-20 00:00:00,,,Fayette,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000mjHO/J4gmK3FhqJupdRaSOCMq.CU3rKIt8M2k3PeCmNPgsTk,,,,WARN,,,2020-07-23 00:00:00,,,,TBD,,,Rhino Energy LLC,,,16.0,,,Bluegrass,Closure,,,,
213113.0,2020-09-24 00:00:00,,,Fayette,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000mjHT/LD5kPxqA490uoPjJTUYgS_DByLIc4TIotUjmADqJaU0,,,,WARN,,,2020-07-23 00:00:00,,,,No,,,Rhino Group LLC,,,5.0,,,Bluegrass,Closure,,,,
541614.0,2020-09-27 00:00:00,,,Jefferson County - Louisville,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000mjJP/n5vRyaG0FubvsRQQIrncYB_AzcOAUOpmLvW3EbJAw0Y,,,,WARN,,,2020-07-21 00:00:00,,,,No,,,"Kenco Logistic Services, LLC",,,146.0,,,Kentuckiana Works,Layoff,,,,
541800.0,2020-09-30 00:00:00,,,Boone,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000mbmQ/9yrMN2fZ9lM_WFND1MVmz49r2LWQW_YPfme4l9kv7vQ,,,,WARN,,,2020-07-16 00:00:00,,,,No,,,Valassis,,,84.0,,,Northern Kentucky,Closure,,,,
722110.0,2020-03-20 00:00:00,,,Jefferson County - Louisville,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000mQOc/n1sZCwQd4vfgRuAJcoxekQuz3b.06sV.9AeRbOhK1PM,,,,WARN,,,2020-07-02 00:00:00,,,,No,,,White Lodging,,,85.0,,,Kentuckiana Works,Layoff,,,,
722110.0,2020-03-20 00:00:00,,,Jefferson County - Louisville,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000mQMM/MUcpqh7WMzyqGxAgtNciUI_khMYIUzsdlrg4oaWjGG8,,,,WARN,,,2020-07-02 00:00:00,,,,No,,,White Lodging Services Corporation-Marriott Louisville,,,150.0,,,Kentuckiana Works,Layoff,,,,
,2020-01-29 00:00:00,,,Out of the Area County,,,,,,WARN,,,2020-06-29 00:00:00,,,,No,,,"Contura Energy - Delbarton, WV",,,130.0,,,Out of State,Closure,,,,
33331.0,2020-07-01 00:00:00,,,Marshall,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000m9mw/21IOaKZ0fQN7I_0htevT67jrlbdgU5ztBLIozhCwP3A,,,,WARN,,,2020-06-26 00:00:00,,,,No,,,CC Metals and Alloys,,,106.0,,,Western Kentucky,Layoff,,,,
721110.0,2020-07-01 00:00:00,,,Kenton,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000mAhx/.2lCf.uRSatgBcStWGGo8QoTPc.NdxS6jEu1s79MthU,,,,WARN,,,2020-06-26 00:00:00,,,,No,,,Spire Hospitality -Cincinnati Marriott at RiverCenter,,,75.0,,,Northern Kentucky,Layoff,,,,
336340.0,2020-08-28 00:00:00,,,Madison,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000m8UX/Uiufi7Qid3OOGDALwqXmeeV4WDkOm7rq6Rc_jkBZhao,,,,WARN,,,2020-06-25 00:00:00,,,,No,,,Stemco Products Inc,,,52.0,,,Bluegrass,Layoff,,,,
517210.0,2020-06-16 00:00:00,,,Jefferson,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000m0hj/ncG1LQqkdvtnvX2of3ZE2UcNY2sAzm5C4kUOomgoTLg,,,,WARN,,,2020-06-16 00:00:00,,,,Yes,,,T-Mobile,,,127.0,,,Kentuckiana Works,Layoff,,,,
493110.0,2020-08-12 00:00:00,,,Boone,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000lzgt/.fnaoiWvrbSTrYPyqxB2Zx0lRhBdDvaC7xBQN7Eds7w,,,,WARN,,,2020-06-15 00:00:00,,,,No,,,RYDER TRUCK-Burlington KY,,,99.0,,,Northern Kentucky,Layoff,,,,
488190.0,2020-06-12 00:00:00,,,Jefferson,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000lzgA/7J0V94vN.WBDIApE.ddY6W3JupaPtqsO0Sm4yOKqVIs,,,,WARN,,,2020-06-15 00:00:00,,,,No,,,Jacobsen|Daniel’s Enterprise Inc.-SDF,,,5.0,,,Kentuckiana Works,Layoff,,,,
488190.0,2020-06-12 00:00:00,,,Boone,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000lyUD/xjoH5J7lvixV8k5XWXFfDFMAzFEvMzhjkUBc_NOcDE4,,,,WARN,,,2020-06-12 00:00:00,,,,No,,,Jacobsen|Daniels Enterprise - CVG,,,17.0,,,Northern Kentucky,Layoff,,,,
54130.0,2020-06-19 00:00:00,,,Boone,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000ltK5/mGmdMJ4AfYW7QNxF0_AREOqZ4XVSkN57abNCXyHGpKc,,,,WARN,,,2020-06-09 00:00:00,,,,No,,,Arandell (CLOSED),,,112.0,,,Northern Kentucky,Closure,,,,
337110.0,2020-05-29 00:00:00,,,Wayne,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000ltW1/1Gjh.OP07QUFroiRZN.1sVjms.JilaC.s.WJwa8ObsE,,,,WARN,,,2020-06-04 00:00:00,,,,No,,,AMERICAN WOODMARK CORPORATION,,,3.0,,,Cumberlands,Layoff,,,,
561990.0,2020-03-15 00:00:00,,,Boone,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000lmSQ/XqF6EXHQEfBQ3sORf9uGJUQxnqu_fexBAMJzFYhhsN8,,,,WARN,,,2020-06-01 00:00:00,,,,No,,,Global Experience Specialists  Exposition Services Inc,,,47.0,,,Northern Kentucky,Layoff,,,,
721110.0,2020-05-15 00:00:00,,,Jefferson County - Louisville,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000leL1/SnG3sVRdWjFQMCr8LETwNOCbLpaaGRlfQEhLqrDI3L8,,,,WARN,,,2020-05-23 00:00:00,,,,No,,,21c Museum Hotel Louisville - MGallery,,,117.0,,,Kentuckiana Works,Layoff,,,,
721110.0,2020-05-28 00:00:00,,,Fayette,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000leLV/SG3RH__XeMSmDA.BzF5J9gLLQ9R0VtgAocKowWhdEL4,,,,WARN,,,2020-05-22 00:00:00,,,,No,,,21c Museum Hotel Lexington,,,121.0,,,Bluegrass,Layoff,,,,
332613.0,2020-09-30 00:00:00,,,Christian,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000ltac/RzIOWPGwYHCFP6cxNIWDpNwrH4SL6H5XqNJy0KCDiO8,,,,WARN,,,2020-05-22 00:00:00,,,,TBD,,,"MSSC US, INC",,,170.0,,,Western Kentucky,Layoff,,,,
532111.0,2020-03-23 00:00:00,,,Boone,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000leKh/SSZJfI9pwOfVY9dgPxch0cuGIwNULpzjIEoy89uZupQ,,,,WARN,,,2020-05-20 00:00:00,,,,No,,,Enterprise Holdings,,,70.0,,,Northern Kentucky,Layoff,,,,
,,,,Jefferson County - Louisville,,,,,,WARN,,,2020-05-15 00:00:00,,,,,,,Enterprise,,,,,,Kentuckiana Works,Layoff,,,,
23840.0,2020-07-17 00:00:00,,,Hancock,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000lUmV/WmkCtQ7Tij4dzZuY9OVvKUbUx2rR1K0Yc9Q1.WzSgic,,,,WARN,,,2020-05-14 00:00:00,,,,No,,,Dal-Tile Corporation,,,67.0,,,Green River,Closure,,,,
213113.0,2020-05-14 00:00:00,,,Floyd,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000lR01/cXvdF7z2a0tlF1RKuhux5pdFseZlVtoZeyMbXrNxjh0,,,,WARN,,,2020-05-11 00:00:00,,,,No,,,Redhawk Mining LLC,,,182.0,,,EKCEP,Layoff,,,,
151026.0,2020-03-12 00:00:00,,,Warren,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000lJaY/K6yN0iaD8yyexg6I04aZX81EefVbzH8Lf2JoojdubY4,,,,WARN,,,2020-04-30 00:00:00,,,,No,,,ATRIUM HOSPITALITY LP,,,100.0,,,South Central,Layoff,,,,
315190.0,2020-05-03 00:00:00,,,Warren,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000lHSh/K0STGdn5RioZCNnefjssHgRYhvyegfO5stZN_W4HKGc,,,,WARN,,,2020-04-28 00:00:00,,,,No,,,Fruit of the Loom,,,541.0,,,South Central,Layoff,,,,
722511.0,2020-03-15 00:00:00,,,Out of the Area County,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000lFnJ/4P1OqyziA7PB0Bwl_6nFu_TYtWbVZmItGG0ajc_A4io,,,,WARN,,,2020-04-27 00:00:00,,,,No,,,Bloomin' Brands Inc.,,,1134.0,,,Out of State,Layoff,,,,
336390.0,2020-04-27 00:00:00,,,Pulaski,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000lFy7/Yv5x__FLS4A2m1cTlMmbBkJ72jQVKesqE4aS843KqbM,,,,WARN,,,2020-04-27 00:00:00,,,,No,,,Hendrickson,,,179.0,,,Cumberlands,Layoff,,,,
423110.0,2020-04-27 00:00:00,,,Fayette,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000lFvN/E_nV4ZiPQXnnjdzptfU3GYUGocuIOqaU.Y9H1GQf.O0,,,,WARN,,,2020-04-27 00:00:00,,,,No,,,Copart,,,50.0,,,Bluegrass,Closure,,,,
322121.0,2020-05-04 00:00:00,,,Hancock,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000lG1B/4Fd5SUVur4FncgJi63EeLKzz9wTruSFuhn9yeHQp8b0,,,,WARN,,,2020-04-27 00:00:00,,,,No,,,Domtar Paper Company LLC,,,398.0,,,Green River,Layoff,,,,
532111.0,2020-03-20 00:00:00,,,Fayette,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000lFDB/kRPBe.4UKGSTGSllBCkX9k7zMUm.j5e7.dzfx1Or6tU,,,,WARN,,,2020-04-24 00:00:00,,,,No,,,"EAN Holdings, LLC dba/Enterprise Rent-A-Car/Alamo/National",,,102.0,,,Bluegrass,Layoff,,,,
532111.0,2020-03-20 00:00:00,,,Jefferson County - Louisville,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000lFQo/Dd0iim4d5jjd4TYBWh2lMYNeVGc37N7hRYP1WAOvxGA,,,,WARN,,,2020-04-24 00:00:00,,,,No,,,Enterprise Rent-A-Car,,,118.0,,,Kentuckiana Works,Layoff,,,,
423210.0,2020-04-14 00:00:00,,,Grayson,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000lFhk/YXvfnj9glnybML0caPMSROnboavSXn.klKEWtkrTQy8,,,,WARN,,,2020-04-24 00:00:00,,,,No,,,"Leggett & Platt, Inc",,,210.0,,,Lincoln Trail,Layoff,,,,
532111.0,2020-04-30 00:00:00,,,Jefferson County - Louisville,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000lFRh/UszfPVKKroq1QAKiNquy4pybhgj_l.wWTgrzPpPoae0,,,,WARN,,,2020-04-24 00:00:00,,,,No,,,Enterprise Rent-A-Car,,,104.0,,,Kentuckiana Works,Layoff,,,,
446130.0,2020-04-04 00:00:00,,,Out of the Area County,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000lFAl/oO700mhoM_QHeowhHaKcjxvMIWN0lrbxd1SLp.he9w8,,,,WARN,,,2020-04-23 00:00:00,,,,No,,,"Visionworks, Inc.",,,269.0,,,Out of State,Layoff,,,,
326220.0,2020-03-30 00:00:00,,,Boone,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owme/I70OYWW_BMsm.L1gecTbBndG80GLYaujN7Bys19qF0E,,,,WARN,,,2020-04-20 00:00:00,,,,No,,,BOGE Rubber & Plastics USA LLC,,,117.0,,,Northern Kentucky,Layoff,,,,
